Date;Comp;Score
05.05.2004;NJR;0.871182130556524 
05.05.2004;PVAHQ;0.8703031675073674 
05.05.2004;GFF;0.8687134842932789 
05.05.2004;DLX;0.8674198638109256 
05.05.2004;BDG.XX9;0.8666856566598983 
05.05.2004;JCI.XX1;0.8625522259940193 
05.05.2004;STAR.XX9;0.862019956999325 
05.05.2004;POG;0.8579397853110124 
05.05.2004;LM;0.8572133512689747 
05.05.2004;INGR;0.8522683497131841 
05.05.2004;IMO;0.8499158568460575 
05.05.2004;HSC;0.8382177608973094 
05.05.2004;WLP.XX9;0.8378461583561398 
05.05.2004;BMS;0.8375254825726912 
05.05.2004;PSUNQ;0.8357441537084794 
05.05.2004;PETM;0.8323198035435372 
05.05.2004;HUBB;0.8321668797732873 
05.05.2004;CLE;0.8308953440549147 
05.05.2004;UNS;0.8304159848503004 
05.05.2004;MBG.XX9;0.8281288143502256 
05.05.2004;PCAR;0.8274106955579901 
05.05.2004;GVHR;0.8245877520154777 
05.05.2004;KSWS;0.8215282642760355 
05.05.2004;GAS;0.8195660271117355 
05.05.2004;SSNC.XX1;0.8132500028013234 
05.05.2004;PENN;0.8119531762851208 
05.05.2004;BGGSQ;0.8110680914492845 
05.05.2004;DHR;0.80933538615816 
05.05.2004;STR;0.8067292606924185 
05.05.2004;WSM;0.8061996912124538 
05.05.2004;BXG.XX1;0.8045982993801893 
05.05.2004;BDG.A;0.8014489090227341 
05.05.2004;RCI.XX11;0.7999458047684002 
05.05.2004;KWD;0.7979138299648721 
05.05.2004;MHM.XX1;0.7961068263677162 
05.05.2004;RARE.XX1;0.7919184889900688 
05.05.2004;CTX.XX1;0.790688317102764 
05.05.2004;PNP;0.7903675181562371 
05.05.2004;LSTR;0.7899595345756176 
05.05.2004;CBRL;0.7891708936549718 
05.05.2004;ARLP;0.7874710689656811 
05.05.2004;GGP;0.7859248450679266 
05.05.2004;AVID;0.7855563093635929 
05.05.2004;HNI;0.7847080391875849 
05.05.2004;CHG.XX10;0.7755394517117556 
05.05.2004;BEAM.XX3;0.7712496245377426 
05.05.2004;SSD;0.76991546310601 
05.05.2004;JH;0.7669805779637917 
05.05.2004;KBH;0.7661557745215287 
05.05.2004;RCRC;0.7656124605614855 
05.05.2004;MDP;0.7598003114317698 
05.05.2004;IFF;0.7592578215190674 
05.05.2004;DVA;0.7526331977887294 
05.05.2004;MGA;0.751163489071297 
05.05.2004;CHKAQ;0.7488169045994321 
05.05.2004;MGRC;0.7485671230295063 
05.05.2004;ESE;0.7414435541121812 
05.05.2004;GTK;0.7403094277260862 
05.05.2004;FOSL;0.7399717298734131 
05.05.2004;PNY;0.7398306950569113 
05.05.2004;HIBB;0.7358718998765188 
05.05.2004;WRLD;0.7356958763991297 
05.05.2004;ZLC;0.7341880962460744 
05.05.2004;BRL.XX1;0.7317038356656489 
05.05.2004;SWN;0.7291079408937808 
05.05.2004;HUB.A;0.72832155651538 
05.05.2004;AN;0.7246452967524003 
05.05.2004;GTRC;0.7223065753306064 
05.05.2004;STK.XX1;0.718720175974724 
05.05.2004;EXP;0.7185054011558807 
05.05.2004;MTH;0.7179248283412213 
05.05.2004;GHC;0.7153088082777509 
05.05.2004;MHK;0.7140751427327592 
19.05.2004;SRE;0.9647754314916132 
19.05.2004;UVV;0.9556168848681477 
19.05.2004;MGEE;0.9493562515359675 
19.05.2004;HUB.A;0.9363606329778349 
19.05.2004;MATX;0.9178031991967124 
19.05.2004;JCI.XX1;0.9038944484304327 
19.05.2004;ENB;0.8961455893273316 
19.05.2004;PCAR;0.8924273455748266 
19.05.2004;NJR;0.881676354543451 
19.05.2004;STAR.XX9;0.8721497533907956 
19.05.2004;GFF;0.8596465961529447 
19.05.2004;IMO;0.8573393133793248 
19.05.2004;BGGSQ;0.8556960644033942 
19.05.2004;INT;0.8500976610333598 
19.05.2004;LM;0.8466386880590098 
19.05.2004;CAT;0.8410826867345593 
19.05.2004;PAA;0.8399720040365324 
19.05.2004;PETM;0.8343494643266853 
19.05.2004;CLE;0.8327274828150963 
19.05.2004;PSUNQ;0.8322631128267782 
19.05.2004;SUN.XX1;0.8310539191407978 
19.05.2004;KSWS;0.830324060658679 
19.05.2004;UNS;0.8280435096954593 
19.05.2004;DHR;0.8263477580360936 
19.05.2004;SSNC.XX1;0.8233536376626229 
19.05.2004;POG;0.821739742529221 
19.05.2004;PENN;0.8128838901822167 
19.05.2004;LSTR;0.8079066525502258 
19.05.2004;SWN;0.805837422192273 
19.05.2004;WSM;0.8056599603887401 
19.05.2004;BDG.A;0.8037624264711111 
19.05.2004;CTX.XX1;0.8018220802391833 
19.05.2004;EQT;0.7991313611874179 
19.05.2004;AME;0.7971486963136589 
19.05.2004;SSD;0.7895382344519314 
19.05.2004;MHM.XX1;0.7894121985826681 
19.05.2004;ANSS;0.7872769119776973 
19.05.2004;CBRL;0.7832378809933659 
19.05.2004;TCO;0.7824263701121155 
19.05.2004;GPC;0.781628427084611 
19.05.2004;NWN;0.7807922643506295 
19.05.2004;IFF;0.7787793022935783 
19.05.2004;BEAM.XX3;0.7787384021233122 
19.05.2004;STR;0.7774728001856637 
19.05.2004;KWD;0.7749827380302126 
19.05.2004;MTH;0.7743939656618196 
19.05.2004;KBH;0.7720202147890274 
19.05.2004;ESE;0.7715638765311311 
19.05.2004;DVA;0.7693490228077503 
19.05.2004;INGR;0.7682726343713289 
19.05.2004;TEG;0.7665036142967248 
19.05.2004;GVHR;0.761455430566176 
19.05.2004;GAS;0.760487349022979 
19.05.2004;BDG.XX9;0.756714626040826 
19.05.2004;EXP;0.7544436759382254 
19.05.2004;JH;0.7527136849335765 
19.05.2004;PNP;0.7523474302906887 
19.05.2004;CHG.XX10;0.7498445168134128 
19.05.2004;HNI;0.7465793716814857 
19.05.2004;KMP;0.7449365058099626 
19.05.2004;HIBB;0.7446014155170807 
19.05.2004;BRL.XX1;0.7431773091066769 
19.05.2004;BLC;0.743095462772148 
19.05.2004;PNY;0.7406630883500446 
19.05.2004;FINL;0.7404305890144562 
19.05.2004;SHW;0.7402568882339602 
19.05.2004;ZLC;0.7396619350034437 
19.05.2004;STK.XX1;0.7393769745070438 
19.05.2004;GGP;0.736572810129862 
19.05.2004;ADTN;0.7356942004762325 
19.05.2004;WRLD;0.7351097348337667 
19.05.2004;HUBB;0.7342156131707018 
19.05.2004;RSE.XX1;0.7338888663732146 
19.05.2004;MIK.XX1;0.7330948663155052 
19.05.2004;DLX;0.7305810627087397 
19.05.2004;NTY;0.7300068621041559 
19.05.2004;AN;0.7298711886590908 
19.05.2004;AVID;0.7278203238248744 
19.05.2004;CHH;0.726648802935543 
19.05.2004;EXPD;0.7263844133059075 
