,Date,Comp,CompID,Score,industry,totalRevenue,totalDebt,fullTimeEmployees
0,11.02.2004,SU,GN63J3-R,0.9537270483805632,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
1,25.02.2004,SU,GN63J3-R,0.9405023741403996,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
2,10.03.2004,SU,GN63J3-R,0.9429206410233181,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
3,24.03.2004,SU,GN63J3-R,0.9323091916838272,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
4,30.01.2008,SU,GN63J3-R,0.6218935749367859,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
5,13.02.2008,SU,GN63J3-R,0.6288986817186927,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
6,26.03.2008,SU,GN63J3-R,0.5844459670881585,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
7,05.12.2018,SU,GN63J3-R,0.6343098607528534,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
8,19.12.2018,SU,GN63J3-R,0.5960697709781642,Oil & Gas Integrated,34597998592.0,18979999744.0,12591.0
9,11.02.2004,GGG,H5490W-R,0.9527531038554632,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
10,25.02.2004,GGG,H5490W-R,0.9532497662107408,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
11,10.03.2004,GGG,H5490W-R,0.9558260931277288,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
12,24.03.2004,GGG,H5490W-R,0.9542269428794912,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
13,03.11.2004,GGG,H5490W-R,0.7198221277596752,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
14,23.10.2013,GGG,H5490W-R,0.7048632773425052,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
15,27.02.2019,GGG,H5490W-R,0.6517366666816651,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
16,13.03.2019,GGG,H5490W-R,0.6485015091841636,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
17,27.03.2019,GGG,H5490W-R,0.6432357697343944,Specialty Industrial Machinery,1918328960.0,240120992.0,3700.0
18,11.02.2004,WGR,V0622Q-R,0.9476341407860532,,,,
19,25.02.2004,WGR,V0622Q-R,0.9484397600122664,,,,
20,10.03.2004,WGR,V0622Q-R,0.9510807948275144,,,,
21,24.03.2004,WGR,V0622Q-R,0.9526684508943056,,,,
22,03.11.2004,WGR,V0622Q-R,0.6972016801540281,,,,
23,11.02.2004,CWT,GSWXLY-R,0.9341805987997436,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
24,25.02.2004,CWT,GSWXLY-R,0.9348702684442802,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
25,10.03.2004,CWT,GSWXLY-R,0.8975244420133648,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
26,12.01.2005,CWT,GSWXLY-R,0.7201808537518032,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
27,26.01.2005,CWT,GSWXLY-R,0.7422068219490265,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
28,09.02.2005,CWT,GSWXLY-R,0.7338147509068365,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
29,23.02.2005,CWT,GSWXLY-R,0.7350638955904911,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
30,23.08.2017,CWT,GSWXLY-R,0.6337055753210596,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
31,06.09.2017,CWT,GSWXLY-R,0.6536323034268388,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
32,20.09.2017,CWT,GSWXLY-R,0.6712129530463382,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
33,04.10.2017,CWT,GSWXLY-R,0.6805999995754591,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
34,18.10.2017,CWT,GSWXLY-R,0.6703754508937555,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
35,01.11.2017,CWT,GSWXLY-R,0.6601403286212232,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
36,15.11.2017,CWT,GSWXLY-R,0.6578286869084005,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
37,29.11.2017,CWT,GSWXLY-R,0.6710716970431354,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
38,13.12.2017,CWT,GSWXLY-R,0.6754398805612623,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
39,27.12.2017,CWT,GSWXLY-R,0.6795105634057048,Utilities—Regulated Water,806734976.0,1184903936.0,1192.0
40,11.02.2004,BLL,VFT0VQ-R,0.9228617858037828,Packaging & Containers,13239000064.0,8924999680.0,21500.0
41,25.02.2004,BLL,VFT0VQ-R,0.9218954040196708,Packaging & Containers,13239000064.0,8924999680.0,21500.0
42,10.03.2004,BLL,VFT0VQ-R,0.9265431183420968,Packaging & Containers,13239000064.0,8924999680.0,21500.0
43,24.03.2004,BLL,VFT0VQ-R,0.8116497232106628,Packaging & Containers,13239000064.0,8924999680.0,21500.0
44,08.09.2004,BLL,VFT0VQ-R,0.7453798161281203,Packaging & Containers,13239000064.0,8924999680.0,21500.0
45,22.09.2004,BLL,VFT0VQ-R,0.7485343707666041,Packaging & Containers,13239000064.0,8924999680.0,21500.0
46,06.10.2004,BLL,VFT0VQ-R,0.7916854273147155,Packaging & Containers,13239000064.0,8924999680.0,21500.0
47,20.10.2004,BLL,VFT0VQ-R,0.7923272806739606,Packaging & Containers,13239000064.0,8924999680.0,21500.0
48,03.11.2004,BLL,VFT0VQ-R,0.7926471708826315,Packaging & Containers,13239000064.0,8924999680.0,21500.0
49,17.11.2004,BLL,VFT0VQ-R,0.7924682469667953,Packaging & Containers,13239000064.0,8924999680.0,21500.0
50,01.12.2004,BLL,VFT0VQ-R,0.7891426214484352,Packaging & Containers,13239000064.0,8924999680.0,21500.0
51,15.12.2004,BLL,VFT0VQ-R,0.7808713034043742,Packaging & Containers,13239000064.0,8924999680.0,21500.0
52,29.12.2004,BLL,VFT0VQ-R,0.7842978297080754,Packaging & Containers,13239000064.0,8924999680.0,21500.0
53,12.01.2005,BLL,VFT0VQ-R,0.7194826613828701,Packaging & Containers,13239000064.0,8924999680.0,21500.0
54,26.01.2005,BLL,VFT0VQ-R,0.723846761857582,Packaging & Containers,13239000064.0,8924999680.0,21500.0
55,09.02.2005,BLL,VFT0VQ-R,0.7336538813685997,Packaging & Containers,13239000064.0,8924999680.0,21500.0
56,23.02.2005,BLL,VFT0VQ-R,0.8318994309533748,Packaging & Containers,13239000064.0,8924999680.0,21500.0
57,09.03.2005,BLL,VFT0VQ-R,0.8237087001235298,Packaging & Containers,13239000064.0,8924999680.0,21500.0
58,23.03.2005,BLL,VFT0VQ-R,0.8192307347221348,Packaging & Containers,13239000064.0,8924999680.0,21500.0
59,06.04.2005,BLL,VFT0VQ-R,0.8390152045820939,Packaging & Containers,13239000064.0,8924999680.0,21500.0
60,20.04.2005,BLL,VFT0VQ-R,0.8346756297675678,Packaging & Containers,13239000064.0,8924999680.0,21500.0
61,04.05.2005,BLL,VFT0VQ-R,0.8216601866840998,Packaging & Containers,13239000064.0,8924999680.0,21500.0
62,05.11.2008,BLL,VFT0VQ-R,0.48192554287013395,Packaging & Containers,13239000064.0,8924999680.0,21500.0
63,01.07.2009,BLL,VFT0VQ-R,0.5403122016376798,Packaging & Containers,13239000064.0,8924999680.0,21500.0
64,15.07.2009,BLL,VFT0VQ-R,0.5401190393276931,Packaging & Containers,13239000064.0,8924999680.0,21500.0
65,29.07.2009,BLL,VFT0VQ-R,0.5465528396008961,Packaging & Containers,13239000064.0,8924999680.0,21500.0
66,12.08.2009,BLL,VFT0VQ-R,0.5636480521827444,Packaging & Containers,13239000064.0,8924999680.0,21500.0
67,26.08.2009,BLL,VFT0VQ-R,0.5679338024926821,Packaging & Containers,13239000064.0,8924999680.0,21500.0
68,09.09.2009,BLL,VFT0VQ-R,0.5696403752258024,Packaging & Containers,13239000064.0,8924999680.0,21500.0
69,23.09.2009,BLL,VFT0VQ-R,0.573900081623544,Packaging & Containers,13239000064.0,8924999680.0,21500.0
70,07.10.2009,BLL,VFT0VQ-R,0.5691634647137657,Packaging & Containers,13239000064.0,8924999680.0,21500.0
71,21.10.2009,BLL,VFT0VQ-R,0.5669106870433728,Packaging & Containers,13239000064.0,8924999680.0,21500.0
72,04.11.2009,BLL,VFT0VQ-R,0.5735195555027064,Packaging & Containers,13239000064.0,8924999680.0,21500.0
73,10.03.2010,BLL,VFT0VQ-R,0.5717715441151341,Packaging & Containers,13239000064.0,8924999680.0,21500.0
74,24.03.2010,BLL,VFT0VQ-R,0.6026298196356641,Packaging & Containers,13239000064.0,8924999680.0,21500.0
75,06.10.2010,BLL,VFT0VQ-R,0.7359568667943703,Packaging & Containers,13239000064.0,8924999680.0,21500.0
76,20.10.2010,BLL,VFT0VQ-R,0.7381200189717078,Packaging & Containers,13239000064.0,8924999680.0,21500.0
77,03.11.2010,BLL,VFT0VQ-R,0.7378020861786427,Packaging & Containers,13239000064.0,8924999680.0,21500.0
78,17.11.2010,BLL,VFT0VQ-R,0.8363134211193392,Packaging & Containers,13239000064.0,8924999680.0,21500.0
79,01.12.2010,BLL,VFT0VQ-R,0.8302815985749852,Packaging & Containers,13239000064.0,8924999680.0,21500.0
80,15.12.2010,BLL,VFT0VQ-R,0.8342785859758004,Packaging & Containers,13239000064.0,8924999680.0,21500.0
81,29.12.2010,BLL,VFT0VQ-R,0.8338231160539155,Packaging & Containers,13239000064.0,8924999680.0,21500.0
82,06.04.2011,BLL,VFT0VQ-R,0.7455298950934383,Packaging & Containers,13239000064.0,8924999680.0,21500.0
83,20.04.2011,BLL,VFT0VQ-R,0.7450742967105999,Packaging & Containers,13239000064.0,8924999680.0,21500.0
84,04.05.2011,BLL,VFT0VQ-R,0.7479014143338361,Packaging & Containers,13239000064.0,8924999680.0,21500.0
85,18.05.2011,BLL,VFT0VQ-R,0.7676282293621954,Packaging & Containers,13239000064.0,8924999680.0,21500.0
86,01.06.2011,BLL,VFT0VQ-R,0.7680209244165208,Packaging & Containers,13239000064.0,8924999680.0,21500.0
87,15.06.2011,BLL,VFT0VQ-R,0.7698792032380205,Packaging & Containers,13239000064.0,8924999680.0,21500.0
88,29.06.2011,BLL,VFT0VQ-R,0.7670624032939632,Packaging & Containers,13239000064.0,8924999680.0,21500.0
89,04.04.2012,BLL,VFT0VQ-R,0.704708042372683,Packaging & Containers,13239000064.0,8924999680.0,21500.0
90,18.04.2012,BLL,VFT0VQ-R,0.7071408468786895,Packaging & Containers,13239000064.0,8924999680.0,21500.0
91,02.05.2012,BLL,VFT0VQ-R,0.7062804109858114,Packaging & Containers,13239000064.0,8924999680.0,21500.0
92,18.07.2012,BLL,VFT0VQ-R,0.7242109136392135,Packaging & Containers,13239000064.0,8924999680.0,21500.0
93,01.08.2012,BLL,VFT0VQ-R,0.7246353524174499,Packaging & Containers,13239000064.0,8924999680.0,21500.0
94,15.08.2012,BLL,VFT0VQ-R,0.8997647364510379,Packaging & Containers,13239000064.0,8924999680.0,21500.0
95,29.08.2012,BLL,VFT0VQ-R,0.9009463306059796,Packaging & Containers,13239000064.0,8924999680.0,21500.0
96,12.09.2012,BLL,VFT0VQ-R,0.8996911970489576,Packaging & Containers,13239000064.0,8924999680.0,21500.0
97,26.09.2012,BLL,VFT0VQ-R,0.8990069430991241,Packaging & Containers,13239000064.0,8924999680.0,21500.0
98,10.10.2012,BLL,VFT0VQ-R,0.935668989366508,Packaging & Containers,13239000064.0,8924999680.0,21500.0
99,24.10.2012,BLL,VFT0VQ-R,0.9356448846062044,Packaging & Containers,13239000064.0,8924999680.0,21500.0
100,07.11.2012,BLL,VFT0VQ-R,0.9328121739178394,Packaging & Containers,13239000064.0,8924999680.0,21500.0
101,21.11.2012,BLL,VFT0VQ-R,0.951290061742572,Packaging & Containers,13239000064.0,8924999680.0,21500.0
102,05.12.2012,BLL,VFT0VQ-R,0.9513507905875712,Packaging & Containers,13239000064.0,8924999680.0,21500.0
103,19.12.2012,BLL,VFT0VQ-R,0.951189210823822,Packaging & Containers,13239000064.0,8924999680.0,21500.0
104,02.01.2013,BLL,VFT0VQ-R,0.9642666475136932,Packaging & Containers,13239000064.0,8924999680.0,21500.0
105,16.01.2013,BLL,VFT0VQ-R,0.9638144256667748,Packaging & Containers,13239000064.0,8924999680.0,21500.0
106,30.01.2013,BLL,VFT0VQ-R,0.965264856227018,Packaging & Containers,13239000064.0,8924999680.0,21500.0
107,13.02.2013,BLL,VFT0VQ-R,0.9635325102460448,Packaging & Containers,13239000064.0,8924999680.0,21500.0
108,27.02.2013,BLL,VFT0VQ-R,0.9265446377318048,Packaging & Containers,13239000064.0,8924999680.0,21500.0
109,13.03.2013,BLL,VFT0VQ-R,0.9300631044177646,Packaging & Containers,13239000064.0,8924999680.0,21500.0
110,27.03.2013,BLL,VFT0VQ-R,0.9282776421304848,Packaging & Containers,13239000064.0,8924999680.0,21500.0
111,09.04.2014,BLL,VFT0VQ-R,0.934247668843989,Packaging & Containers,13239000064.0,8924999680.0,21500.0
112,23.04.2014,BLL,VFT0VQ-R,0.9345998994092783,Packaging & Containers,13239000064.0,8924999680.0,21500.0
113,07.05.2014,BLL,VFT0VQ-R,0.7915533071990848,Packaging & Containers,13239000064.0,8924999680.0,21500.0
114,21.05.2014,BLL,VFT0VQ-R,0.7960924952078976,Packaging & Containers,13239000064.0,8924999680.0,21500.0
115,04.06.2014,BLL,VFT0VQ-R,0.793924096480097,Packaging & Containers,13239000064.0,8924999680.0,21500.0
116,18.06.2014,BLL,VFT0VQ-R,0.7957374866329215,Packaging & Containers,13239000064.0,8924999680.0,21500.0
117,02.07.2014,BLL,VFT0VQ-R,0.7428013815088457,Packaging & Containers,13239000064.0,8924999680.0,21500.0
118,16.07.2014,BLL,VFT0VQ-R,0.7456744612597411,Packaging & Containers,13239000064.0,8924999680.0,21500.0
119,30.07.2014,BLL,VFT0VQ-R,0.7390575331967804,Packaging & Containers,13239000064.0,8924999680.0,21500.0
120,13.08.2014,BLL,VFT0VQ-R,0.824437519121908,Packaging & Containers,13239000064.0,8924999680.0,21500.0
121,27.08.2014,BLL,VFT0VQ-R,0.8250325703300014,Packaging & Containers,13239000064.0,8924999680.0,21500.0
122,10.09.2014,BLL,VFT0VQ-R,0.8240779073101009,Packaging & Containers,13239000064.0,8924999680.0,21500.0
123,24.09.2014,BLL,VFT0VQ-R,0.8260764376308452,Packaging & Containers,13239000064.0,8924999680.0,21500.0
124,08.10.2014,BLL,VFT0VQ-R,0.8022415392515412,Packaging & Containers,13239000064.0,8924999680.0,21500.0
125,22.10.2014,BLL,VFT0VQ-R,0.8024260982601421,Packaging & Containers,13239000064.0,8924999680.0,21500.0
126,05.11.2014,BLL,VFT0VQ-R,0.8116561625886454,Packaging & Containers,13239000064.0,8924999680.0,21500.0
127,19.11.2014,BLL,VFT0VQ-R,0.8099337481179432,Packaging & Containers,13239000064.0,8924999680.0,21500.0
128,03.12.2014,BLL,VFT0VQ-R,0.8069118692429331,Packaging & Containers,13239000064.0,8924999680.0,21500.0
129,17.12.2014,BLL,VFT0VQ-R,0.8094706730116791,Packaging & Containers,13239000064.0,8924999680.0,21500.0
130,26.02.2020,BLL,VFT0VQ-R,0.552771529041209,Packaging & Containers,13239000064.0,8924999680.0,21500.0
131,11.02.2004,APA,DMX4QY-R,0.9121169589405737,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
132,25.02.2004,APA,DMX4QY-R,0.9073344078111044,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
133,10.03.2004,APA,DMX4QY-R,0.9095917206706452,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
134,24.03.2004,APA,DMX4QY-R,0.7261784124677141,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
135,17.11.2004,APA,DMX4QY-R,0.7623991794659123,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
136,01.12.2004,APA,DMX4QY-R,0.7456397818988544,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
137,15.12.2004,APA,DMX4QY-R,0.7259164845512397,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
138,29.12.2004,APA,DMX4QY-R,0.7338740302520033,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
139,02.01.2008,APA,DMX4QY-R,0.8320064728394129,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
140,16.01.2008,APA,DMX4QY-R,0.8319617469567228,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
141,30.01.2008,APA,DMX4QY-R,0.8296023063030205,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
142,13.02.2008,APA,DMX4QY-R,0.8292464583743522,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
143,27.02.2008,APA,DMX4QY-R,0.8025949779106659,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
144,12.03.2008,APA,DMX4QY-R,0.8797963656992909,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
145,26.03.2008,APA,DMX4QY-R,0.8717410739346966,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
146,09.04.2008,APA,DMX4QY-R,0.8812814309227951,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
147,23.04.2008,APA,DMX4QY-R,0.8634136165658622,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
148,07.05.2008,APA,DMX4QY-R,0.8713829777872546,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
149,21.05.2008,APA,DMX4QY-R,0.8668333014677121,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
150,04.06.2008,APA,DMX4QY-R,0.8393175005924751,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
151,18.06.2008,APA,DMX4QY-R,0.8200756636414857,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
152,02.07.2008,APA,DMX4QY-R,0.8157462795053299,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
153,16.07.2008,APA,DMX4QY-R,0.8134981628326388,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
154,30.07.2008,APA,DMX4QY-R,0.8099519827359788,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
155,13.08.2008,APA,DMX4QY-R,0.7884623589543442,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
156,27.08.2008,APA,DMX4QY-R,0.7980360662247888,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
157,10.09.2008,APA,DMX4QY-R,0.7917045569214921,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
158,24.09.2008,APA,DMX4QY-R,0.7877932389751938,Oil & Gas E&P,8024999936.0,7760999936.0,2253.0
159,11.02.2004,JW.B,D0MCMY-R,0.9063330261126548,,,,
160,10.03.2004,JW.B,D0MCMY-R,0.7631150814689449,,,,
161,26.08.2009,JW.B,D0MCMY-R,0.5327864204808809,,,,
162,09.09.2009,JW.B,D0MCMY-R,0.4700177494290813,,,,
163,23.09.2009,JW.B,D0MCMY-R,0.4625163670917854,,,,
164,07.10.2009,JW.B,D0MCMY-R,0.5305176970716616,,,,
165,21.10.2009,JW.B,D0MCMY-R,0.5239696400024219,,,,
166,18.07.2012,JW.B,D0MCMY-R,0.6815248287713694,,,,
167,11.02.2004,MATX,QVP8YX-R,0.8669457111769054,Marine Shipping,3358400000.0,905200000.0,4149.0
168,25.02.2004,MATX,QVP8YX-R,0.8682156567292828,Marine Shipping,3358400000.0,905200000.0,4149.0
169,10.03.2004,MATX,QVP8YX-R,0.8145705555169606,Marine Shipping,3358400000.0,905200000.0,4149.0
170,24.03.2004,MATX,QVP8YX-R,0.8205801855905732,Marine Shipping,3358400000.0,905200000.0,4149.0
171,07.04.2004,MATX,QVP8YX-R,0.7808692055001187,Marine Shipping,3358400000.0,905200000.0,4149.0
172,21.04.2004,MATX,QVP8YX-R,0.7625560211492354,Marine Shipping,3358400000.0,905200000.0,4149.0
173,05.05.2004,MATX,QVP8YX-R,0.8945945302308178,Marine Shipping,3358400000.0,905200000.0,4149.0
174,19.05.2004,MATX,QVP8YX-R,0.9178031991967124,Marine Shipping,3358400000.0,905200000.0,4149.0
175,02.06.2004,MATX,QVP8YX-R,0.9212107049183066,Marine Shipping,3358400000.0,905200000.0,4149.0
176,16.06.2004,MATX,QVP8YX-R,0.901938188407184,Marine Shipping,3358400000.0,905200000.0,4149.0
177,30.06.2004,MATX,QVP8YX-R,0.9191164759276532,Marine Shipping,3358400000.0,905200000.0,4149.0
178,14.07.2004,MATX,QVP8YX-R,0.9249767173252732,Marine Shipping,3358400000.0,905200000.0,4149.0
179,28.07.2004,MATX,QVP8YX-R,0.9130074775057944,Marine Shipping,3358400000.0,905200000.0,4149.0
180,11.08.2004,MATX,QVP8YX-R,0.9223605479067926,Marine Shipping,3358400000.0,905200000.0,4149.0
181,25.08.2004,MATX,QVP8YX-R,0.9236718896848484,Marine Shipping,3358400000.0,905200000.0,4149.0
182,08.09.2004,MATX,QVP8YX-R,0.9216545163715232,Marine Shipping,3358400000.0,905200000.0,4149.0
183,22.09.2004,MATX,QVP8YX-R,0.8995228938247498,Marine Shipping,3358400000.0,905200000.0,4149.0
184,06.10.2004,MATX,QVP8YX-R,0.8873961836982396,Marine Shipping,3358400000.0,905200000.0,4149.0
185,20.10.2004,MATX,QVP8YX-R,0.884175915124795,Marine Shipping,3358400000.0,905200000.0,4149.0
186,03.11.2004,MATX,QVP8YX-R,0.7240266545478137,Marine Shipping,3358400000.0,905200000.0,4149.0
187,17.11.2004,MATX,QVP8YX-R,0.7297446714465431,Marine Shipping,3358400000.0,905200000.0,4149.0
188,01.12.2004,MATX,QVP8YX-R,0.7359887544763127,Marine Shipping,3358400000.0,905200000.0,4149.0
189,29.12.2004,MATX,QVP8YX-R,0.724979966584027,Marine Shipping,3358400000.0,905200000.0,4149.0
190,09.03.2005,MATX,QVP8YX-R,0.8142663574509806,Marine Shipping,3358400000.0,905200000.0,4149.0
191,23.03.2005,MATX,QVP8YX-R,0.8113005971141071,Marine Shipping,3358400000.0,905200000.0,4149.0
192,06.04.2005,MATX,QVP8YX-R,0.8672652378325552,Marine Shipping,3358400000.0,905200000.0,4149.0
193,20.04.2005,MATX,QVP8YX-R,0.8665005918474447,Marine Shipping,3358400000.0,905200000.0,4149.0
194,04.05.2005,MATX,QVP8YX-R,0.7424253705180283,Marine Shipping,3358400000.0,905200000.0,4149.0
195,18.05.2005,MATX,QVP8YX-R,0.7576342261384367,Marine Shipping,3358400000.0,905200000.0,4149.0
196,01.06.2005,MATX,QVP8YX-R,0.7642409074543848,Marine Shipping,3358400000.0,905200000.0,4149.0
197,15.06.2005,MATX,QVP8YX-R,0.7826496139439251,Marine Shipping,3358400000.0,905200000.0,4149.0
198,29.06.2005,MATX,QVP8YX-R,0.7392492944411947,Marine Shipping,3358400000.0,905200000.0,4149.0
199,02.11.2005,MATX,QVP8YX-R,0.8357275039454263,Marine Shipping,3358400000.0,905200000.0,4149.0
200,16.11.2005,MATX,QVP8YX-R,0.8098592229177807,Marine Shipping,3358400000.0,905200000.0,4149.0
201,30.11.2005,MATX,QVP8YX-R,0.8175738719426577,Marine Shipping,3358400000.0,905200000.0,4149.0
202,14.12.2005,MATX,QVP8YX-R,0.8413039768057603,Marine Shipping,3358400000.0,905200000.0,4149.0
203,28.12.2005,MATX,QVP8YX-R,0.8336168870607319,Marine Shipping,3358400000.0,905200000.0,4149.0
204,01.07.2020,MATX,QVP8YX-R,0.4541970200424406,Marine Shipping,3358400000.0,905200000.0,4149.0
205,15.07.2020,MATX,QVP8YX-R,0.41845100242883054,Marine Shipping,3358400000.0,905200000.0,4149.0
206,12.08.2020,MATX,QVP8YX-R,0.4159854553859717,Marine Shipping,3358400000.0,905200000.0,4149.0
207,11.08.2021,MATX,QVP8YX-R,0.7250948391790359,Marine Shipping,3358400000.0,905200000.0,4149.0
208,25.08.2021,MATX,QVP8YX-R,0.7353582233270632,Marine Shipping,3358400000.0,905200000.0,4149.0
209,08.09.2021,MATX,QVP8YX-R,0.7432948752726922,Marine Shipping,3358400000.0,905200000.0,4149.0
210,22.09.2021,MATX,QVP8YX-R,0.7391083491899849,Marine Shipping,3358400000.0,905200000.0,4149.0
211,11.02.2004,ROST,FJ4NDH-R,0.8647885710921392,Apparel Retail,18916243456.0,5622138880.0,100000.0
212,25.02.2004,ROST,FJ4NDH-R,0.8907554671700759,Apparel Retail,18916243456.0,5622138880.0,100000.0
213,10.03.2004,ROST,FJ4NDH-R,0.8693150827577191,Apparel Retail,18916243456.0,5622138880.0,100000.0
214,24.03.2004,ROST,FJ4NDH-R,0.8678108836836091,Apparel Retail,18916243456.0,5622138880.0,100000.0
215,21.04.2004,ROST,FJ4NDH-R,0.8298734049446095,Apparel Retail,18916243456.0,5622138880.0,100000.0
216,13.08.2008,ROST,FJ4NDH-R,0.5785645593330944,Apparel Retail,18916243456.0,5622138880.0,100000.0
217,27.08.2008,ROST,FJ4NDH-R,0.584943210782661,Apparel Retail,18916243456.0,5622138880.0,100000.0
218,08.04.2009,ROST,FJ4NDH-R,0.5764041879031272,Apparel Retail,18916243456.0,5622138880.0,100000.0
219,22.04.2009,ROST,FJ4NDH-R,0.5832292275207052,Apparel Retail,18916243456.0,5622138880.0,100000.0
220,06.05.2009,ROST,FJ4NDH-R,0.5817321591800357,Apparel Retail,18916243456.0,5622138880.0,100000.0
221,20.05.2009,ROST,FJ4NDH-R,0.5863105114925216,Apparel Retail,18916243456.0,5622138880.0,100000.0
222,03.06.2009,ROST,FJ4NDH-R,0.5907604847318572,Apparel Retail,18916243456.0,5622138880.0,100000.0
223,17.06.2009,ROST,FJ4NDH-R,0.6338239074854195,Apparel Retail,18916243456.0,5622138880.0,100000.0
224,01.07.2009,ROST,FJ4NDH-R,0.6303249180249244,Apparel Retail,18916243456.0,5622138880.0,100000.0
225,15.07.2009,ROST,FJ4NDH-R,0.6317307657093392,Apparel Retail,18916243456.0,5622138880.0,100000.0
226,29.07.2009,ROST,FJ4NDH-R,0.632285607870964,Apparel Retail,18916243456.0,5622138880.0,100000.0
227,12.08.2009,ROST,FJ4NDH-R,0.6377701124799597,Apparel Retail,18916243456.0,5622138880.0,100000.0
228,26.08.2009,ROST,FJ4NDH-R,0.6400979136833871,Apparel Retail,18916243456.0,5622138880.0,100000.0
229,09.09.2009,ROST,FJ4NDH-R,0.6410270973401639,Apparel Retail,18916243456.0,5622138880.0,100000.0
230,23.09.2009,ROST,FJ4NDH-R,0.6547735390785401,Apparel Retail,18916243456.0,5622138880.0,100000.0
231,07.10.2009,ROST,FJ4NDH-R,0.6749698860238283,Apparel Retail,18916243456.0,5622138880.0,100000.0
232,21.10.2009,ROST,FJ4NDH-R,0.7696551032040652,Apparel Retail,18916243456.0,5622138880.0,100000.0
233,04.11.2009,ROST,FJ4NDH-R,0.8392962983065415,Apparel Retail,18916243456.0,5622138880.0,100000.0
234,18.11.2009,ROST,FJ4NDH-R,0.8830006661135755,Apparel Retail,18916243456.0,5622138880.0,100000.0
235,02.12.2009,ROST,FJ4NDH-R,0.8987455914128649,Apparel Retail,18916243456.0,5622138880.0,100000.0
236,16.12.2009,ROST,FJ4NDH-R,0.7987609810888457,Apparel Retail,18916243456.0,5622138880.0,100000.0
237,30.12.2009,ROST,FJ4NDH-R,0.9235270967070464,Apparel Retail,18916243456.0,5622138880.0,100000.0
238,13.01.2010,ROST,FJ4NDH-R,0.8096629990035207,Apparel Retail,18916243456.0,5622138880.0,100000.0
239,27.01.2010,ROST,FJ4NDH-R,0.8071265636316336,Apparel Retail,18916243456.0,5622138880.0,100000.0
